PMID,Original_Title,Generated_Title
34650601,Genetic Variations and Differential DNA Methylation to Face Contrasted Climates in Small Ruminants: An Analysis on Traditionally-Managed Sheep and Goats.,Analysis of  in goat
35108172,Association between the copy number variation of CCSER1 gene and growth traits in Chinese Capra hircus (goat) populations.,Study of  in goat
34767242,Intradermal comparative cervical tuberculin test in the diagnosis of caprine tuberculosis.,Identification of  in animal
35366687,Proteomic analysis of coarse and fine skin tissues of Liaoning cashmere goat.,Method of  in goat
35227969,"Effects of maternal feed intake restriction on the blood parameters, fatty acid profile and lipogenetic genes expression of perirenal fat in offspring kids.", and its association with protein
35340540,"Association between Serum Trace Elements Levels, Steroid Concentrations, and Reproductive Disorders in Ewes and Does.",Association of different reproductive disorders with the status
34237919,"Genetic parameters for somatic cell score, milk yield and type traits in Nigerian Dwarf goats.",Approach of  in animal
34822225,Intersex goats show different gene expression levels in the hypothalamus and pituitary compared with non-intersex goats based on RNA-Seq.,Study of  in goat
34147084,Caprine PRNP polymorphisms N146S and Q222K are associated with proteolytic cleavage of PrPC.,Assessment of  in sheep
35299078,Molecular detection and characterization of tick-borne parasites in goats and ticks from Thailand.,Study of  in cattle
35064854,Training needs assessment of veterinary practitioners in Ethiopia.,Study of  in sheep
34749570,"Genetic polymorphism of microsatellite loci in MHC class II exon 2 gene and its association with endoparasitic infestation, predominantly Haemonchus contortus in Salem black goat.",Identification of  in goat
34537924,Differences in burden of gastrointestinal nematode infestations in indigenous does foraging in grassland and forestland vegetation types.,Gastrointestinal nematode (GIN) infestations remain a major challenge to the
34208578,A Candidate Gene Association Study for Economically Important Traits in Czech Dairy Goat Breeds.,Study of  in goat
34777526,Antibiotic sensitivity patterns in Staphylococcus spp. isolated from goat milk in association with molecular detection of antibiotic resistance genes.,Detection of  in goat
35196466,"Changes in colostrum ingredients of Hu sheep, as well as the missense mutation genes associated with colostrum yield.",Detection of  in sheep
34503498,Comprehensive transcriptome and methylome analysis delineates the biological basis of hair follicle development and wool-related traits in Merino sheep.,Study of  in sheep
34680806,"Prevalence, Patterns, Association with Biofilm Formation, Effects on Milk Quality and Risk Factors for Antibiotic Resistance of Staphylococci from Bulk-Tank Milk of Goat Herds.",Study of  in goat
35320991,TIMP1 may affect goat prolificacy by regulating biological function of granulosa  cells.,Study of  in goat
35158679,Association of Hard Ticks (Ixodidae) Infestation with Milk Production and Udder Health of Extensively Reared Dairy Goats.,Study of  in sheep
35056885,The Improved Milk Quality and Enhanced Anti-Inflammatory Effect in Acetylserotonin-O-methyltransferase (ASMT) Overexpressed Goats: An Association with the Elevated Endogenous Melatonin Production.,Study of  in livestock
34446111,"Animal source food eating habits of outpatients with antimicrobial resistance in  Bukavu, D.R. Congo.",Method of  in livestock
34431749,A deletion mutation within the goat AKAP13 gene is significantly associated with  litter size.,Study of  in goat
34909451,CD45 Immunohistochemistry in Mouse Kidney.,Detection of  in goat
34557989,Evaluation of resistance to gastrointestinal helminth nematodes in two naturally  infected indigenous Nigerian goat breeds.,Study of  in goat
35268118,Genome-Wide Association Study of Body Conformation Traits by Whole Genome Sequencing in Dazu Black Goats.,Study of  in goat
34358232,Integrated human-animal sero-surveillance of Brucellosis in the pastoral Afar and Somali regions of Ethiopia.,Study of  in sheep
34929412,Risk assessment and seroprevalence of bovine herpesvirus type 1 infection in dairy herds in the inner Aegean Region of Turkey.,Study of  in animal
34641885,Identification of Mycoplasma species and related organisms from ruminants in England and Wales during 2005-2019.,Detection of  in sheep
34475723,Investigation of some trace elements and hematological and biochemical parameters in the blood of emaciated Omani goats.,Evaluation of  in animal
34584939,Population validation of reproductive gene mutation loci and association with the litter size in Nubian goat.,Study of  in goat
34733908,Detection of mRNA Expression and Copy Number Variations Within the Goat Fec B Gene Associated With Litter Size.,Detection of  in sheep
35073837,Runs of homozygosity in Swiss goats reveal genetic changes associated with domestication and modern selection.,Detection of  in goat
35087996,Candidate genes for productivity identified by genome-wide association study with indicators of class in the Russian meat merino sheep breed.,Identification of  in sheep
34765663,"Epidemiological, Morphological, and Morphometric Study on Haemonchus spp. Recovered From Goats in Egypt.",Detection of  in goat
34893919,Seroprevalence and risk factors for Leptospira spp. in small ruminants of semi-arid zone in northeastern Colombia.,Study of  in sheep
35454279,Serological Survey of Small Ruminant Lentivirus Infections in Free-Ranging Mouflon and Chamois in Slovenia.,Study of  in sheep
34273992,Cross-sectional study and genotyping of rotavirus-A infections in ruminants in Kuwait.,Detection of  in sheep
34841617,Signatures of selection are present in the genome of two close autochthonous cattle breeds raised in the North of Italy and mainly distinguished for their coat colours.,Study of  in sheep
35096002,Selection of Cashmere Fineness Functional Genes by Translatomics.,Analysis of  in goat
35454235,Candidate Genes and Their Expressions Involved in the Regulation of Milk and Meat Production and Quality in Goats (Capra hircus).,Evaluation of  in livestock
35327114,Women's Empowerment and Livestock Vaccination: Evidence from Peste des Petits Ruminants Vaccination Interventions in Northern Ghana.,Study of  in goat
34844207,Ruminant-Related Risk Factors are Associated with Shiga Toxin-Producing Escherichia coli Infection in Children in Southern Ghana.,Detection of  in chicken
34864564,"Variation and frequency of supernumerary teats, litter size, histological features and the fibroblast growth factor 2 (FGF-2) gene expression pattern in goats.",Study of  in goat
35255833,"The fiber diameter traits of Tibetan cashmere goats are governed by the inherent  differences in stress, hypoxic, and metabolic adaptations: an integrative study of proteome and transcriptome.", and its association with protein
34689003,Tracking tick-borne diseases in Mongolian livestock using next generation sequencing (NGS).,Study of  in goat
34359260,Screening Candidate Genes Regulating Placental Development from Trophoblast Transcriptome at Early Pregnancy in Dazu Black Goats (Capra hircus).,Study of  in goat
35158542,Evaluation of Maternal Genetic Background of Two Hungarian Autochthonous Sheep Breeds Coming from Different Geographical Directions.,Method of  in sheep
34818866,"Serosurvey of Crimean-Congo hemorrhagic fever virus in livestock, Kohgiluyeh and  Boyer-Ahmad, Iran, 2017.",Detection of  in sheep
34338946,"Seroprevalence of Spotted Fever Group Rickettsiae in extensively managed sheep and goats in Nigeria, West Africa.",Study of  in sheep
34490978,Solid diet manipulates rumen epithelial microbiota and its interactions with host transcriptomic in young ruminants., and its association with gene
34790713,Hypothalamic Transcriptome Analysis Reveals the Crucial MicroRNAs and mRNAs Affecting Litter Size in Goats.,Study of  in goat
34514755,Insertion/deletion variants within the IGF2BP2 gene identified in reported genome-wide selective sweep analysis reveal a correlation with goat litter size.,Study of  in goat
34530508,Genetic variants of the growth differentiation factor 8 affect body conformation  traits in Chinese Dabieshan cattle.,Analysis of  in sheep
34365125,Seroprevalence of pestivirus infections is low in Belgian small ruminant flocks and is significantly associated with the presence of cattle.,Detection of  in sheep
34424814,Investigation of Genetic Effects of Nucleotide Variants Within the Goat PRNT Gene on Growth Performance.,Study of  in goat
34609690,Detection of whole genome selection signatures of Pakistani Teddy goat.,Study of  in goat
34206774,Genetic Selection for Resistance to Gastrointestinal Parasitism in Meat Goats and Hair Sheep through a Performance Test with Artificial Infection of Haemonchus contortus., and its association with genetic
34749158,Cross-sectional survey for sheep leptospirosis in the northeast region of Brazil.,Study of  in sheep
34683352,Goat Paratuberculosis: Experimental Model for the Evaluation of Mycobacterium Persistence in Raw Milk Cheese.,Study of  in goat
35094463,Incidence and molecular characterization of ESBL-producing and colistin-resistant Escherichia coli isolates recovered from healthy food-producing animals in Pakistan.,Study of  in goat
34399299,Long term immunity against Peste Des Petits Ruminants mediated by a recombinant Newcastle disease virus vaccine.,Study of  in sheep
34193038,Insertion of an endogenous Jaagsiekte sheep retrovirus element into the BCO2 - gene abolishes its function and leads to yellow discoloration of adipose tissue in Norwegian Spælsau (Ovis aries)., and its association with gene
