PMID,Original_Title,Generated_Title
34747683,"Association analysis for SNPs of KRT26 and TCHH genes with cashmere production performance, body measurement traits and milk production traits in Liaoning cashmere goats.",Association between KRT26 and TCHH gene polymorphism and production performance in Liaoning Cashmere Goats.
34626930,Evaluation of candidate point mutation of Kisspeptin 1 gene associated with litter size in Indian Goat breeds and its effect on transcription factor binding  sites.,Association of Kiss1 gene with litter size in Indian goat breeds.
35092859,Genome-wide detection of selective signals for fecundity traits in goats (Capra hircus).,Genome-wide association study of fecundity in the Jining grey goat (Bos indicus).
35359681,Crossing the Line: Seroprevalence and Risk Factors for Transboundary Animal Diseases Along the Tanzania-Zambia Border.,"Seroprevalence of peste des petits ruminants virus, foot and mouth disease virus and Brucella spp. in sheep and goats along the Tanzania-Zambia border."
34474792,Eleven years of Toxoplasma gondii serological follow-up in a goat herd and association of toxoplasmosis with reproductive losses.,"Relationship between Toxoplasma gondii antibody titres and reproductive losses in goats from Buenos Aires province, Argentina."
34566313,Association of the KiSS1 gene with litter size in Cyprus and Iraqi black goats.,Polymorphism of the kisspeptin (KiSS1) gene and its association with litter size in Cyprus and Iraqi black goats.
34364641,Distribution of somatic cell count and udder pathogens in Norwegian dairy goats.,Goat somatic cell count and intramammary infections in dairy goats.
35327177,"Preliminary Investigation of Mixed Orchard Hays on the Meat Quality, Fatty Acid Profile, and Gastrointestinal Microbiota in Goat Kids.","Effects of mixed orchard hays on meat quality, fatty acids, rumen intestinal microflora, and the relationship between rumens bacteria and fatty acid contents in the longissimus dorsi muscle of Saanen dairy goats."
34765142,Genome-wide selective detection of Mile red-bone goat using next-generation sequencing technology.,Genetic variants and candidate genes associated with bone color and specific bone structure of Mile red-bone goat (Capra hircus).
34749304,Nontyphoidal Salmonella among Children under 5 Years Old in Sub-Saharan Africa and South Asia in the Global Enteric Multicenter Study.,Comparison of nontyphoidal Salmonella infection in children under 5 years with moderate-to-severe diarrhea and asymptomatic diarrhea in South Asia.
34206971,Single Nucleotide Polymorphisms in Genes Encoding Toll-Like Receptors 7 and 8 and Their Association with Proviral Load of SRLVs in Goats of Polish Carpathian Breed.,Genetic variations in TLR7 and TTLR8 genes and their association with proviral concentration in goats of Carpathian breed.
34438843,Thyroid and Lipidic Profiles in Nicastrese Goats (Capra hircus) during Pregnancy  and Postpartum Period.,"Transitions in serum thyroid-stimulating hormone, total and free triiodothyronine, and thyroxine in Nicastrese goats."
34854798,Distribution of DGAT1 copy number variation in Chinese goats and its associations with milk production traits.,Identification of a novel copy number variation in Diacylglycerol O-Acyltransferase 1 (DGAT1) in Chinese goats.
34350222,Effect of Weeping Teats on Intramammary Infection and Somatic Cell Score in Dairy Goats.,Weeping Teat defect is unrelated to milk bacterial culture and somatic cell score in dairy goats.
34696389,"Risk Factors Associated with the Alpine Multispecies Farming System in the Eradication of CAEV in South Tyrol, Italy.",Risk factors associated with the tailing phase of Caprine Arthritis Encephalitis Virus (CAEV) in South Tyrol.
34484167,"Dodecapeptide Cathelicidins of Cetartiodactyla: Structure, Mechanism of Antimicrobial Action, and Synergistic Interaction With Other Cathelicidins.","Characterization and synergistic effect of a new goat cathelicidin, ChDode, from Capra hircus."
34307087,Patellar luxation in Hejazi goats.,"Lateral Patellar luxation in Hejazi goats in Tripoli, Libya."
34255980,The InDel variants of sheep IGF2BP1 gene are associated with growth traits.,Polymorphisms within IGF2BP1 gene and their association with growth traits in sheep.
34291885,Comparison of mtDNA control region among descendant breeds of the extinct Zaupel  sheep revealed haplogroup C and D in Central Europe.,Comparison of mitochondrial DNA sequence in Zaupel sheep (Bos taurus).
35172715,Time-course RNA-seq analysis reveals stage-specific and melatonin-triggered gene  expression patterns during the hair follicle growth cycle in Capra hircus.,Transcriptome analysis of hair follicle transcriptome in Inner Mongolian cashmere goats reveals a pathway-mRNA-lncRNA network for telogen regeneration.
34856818,Listeria monocytogenes at the interface between ruminants and humans: A comparative pathology and pathogenesis review.,Heterogeneity and adaptability of the bacterium Listeria monocytogenes in naturally susceptible species.
34220107,Study on bacterial pathogens through multiplex polymerase chain reaction system and their antimicrobial resistance pattern in goats presumed with fever and/or diarrhea.,Molecular identification of bacterial pathogens from goats with fever and/or diarrhea and their antimicrobial resistance pattern.
34438796,"Polymorphisms of Codons 110, 146, 211 and 222 at the Goat PRNP Locus and Their Association with Scrapie in Greece.","Association of polymorphisms 110T/P, 146N/S/D, 211R/Q, and 222QQ with codon 146D in the brains of scrapie-infected and non-affected goats."
34359192,Detection of 15-bp Deletion Mutation within PLAG1 Gene and Its Effects on Growth  Traits in Goats.,"Polymorphic adenoma gene 1 (PLAG1) affects body weight, height at hip cross, chest circumference and hip width in Chinese native goat."
34097819,Disentangling adaptation from drift in bottlenecked and reintroduced populations  of Alpine ibex.,Accuracy of selection detection of local adaptation in Alpine ibex (Capra ibe) population.
35158687,Carcass Quality Profiles and Associated Genomic Regions of South African Goat Populations Investigated Using Goat SNP50K Genotypes.,Genome-wide association study for carcass traits in four South African goat breeds.
34650601,Genetic Variations and Differential DNA Methylation to Face Contrasted Climates in Small Ruminants: An Analysis on Traditionally-Managed Sheep and Goats.,Genetic and epigenetic variations in the genome of free-ranging sheep and goats from a climate gradient.
35108172,Association between the copy number variation of CCSER1 gene and growth traits in Chinese Capra hircus (goat) populations.,Identification of the Coiled-Coil Serine-Rich Protein 1 (CCSER1) Gene CNV and Its Association with Body Weight and Heart Girth Traits in Chinese Goats.
34767242,Intradermal comparative cervical tuberculin test in the diagnosis of caprine tuberculosis.,Comparison of intradermal tuberculin test for the diagnosis of tuberculosis in goats.
35366687,Proteomic analysis of coarse and fine skin tissues of Liaoning cashmere goat.,Identification of Differentially Expressed Proteins in Liaoning Cashmere Goat (LCG) and Their Association with Fineness.
35227969,"Effects of maternal feed intake restriction on the blood parameters, fatty acid profile and lipogenetic genes expression of perirenal fat in offspring kids.",Maternal undernutrition affects adipose tissue and DNA methylation of lipogenic genes in fetuses.
35340540,"Association between Serum Trace Elements Levels, Steroid Concentrations, and Reproductive Disorders in Ewes and Does.",Association of reproductive disorders with serum trace elements and steroid hormones in ewes and goats.
34237919,"Genetic parameters for somatic cell score, milk yield and type traits in Nigerian Dwarf goats.","Multi-trait genetic parameters for somatic cell score, milk yield, and type traits in Nigerian Dwarf (ND) goats from the United States."
34822225,Intersex goats show different gene expression levels in the hypothalamus and pituitary compared with non-intersex goats based on RNA-Seq.,Transcriptome analysis of hypothalamic and pituitary tissues from intersex goats reveals differentially expressed genes and signalling pathways.
34147084,Caprine PRNP polymorphisms N146S and Q222K are associated with proteolytic cleavage of PrPC.,Expression of a natural α-cleavage fragment of cellular prion protein (PrPC) in goats.
35299078,Molecular detection and characterization of tick-borne parasites in goats and ticks from Thailand.,Molecular characterization and phylogenetic analysis of tick-borne pathogens in goats in Thailand.
35064854,Training needs assessment of veterinary practitioners in Ethiopia.,A cross-sectional survey to identify and prioritise training areas for veterinary professionals in Ethiopia.
34749570,"Genetic polymorphism of microsatellite loci in MHC class II exon 2 gene and its association with endoparasitic infestation, predominantly Haemonchus contortus in Salem black goat.",Variability of MHC class II DRB exon 2 gene and its association with Haemonchus contortus infestation in Salem Black goat.
34537924,Differences in burden of gastrointestinal nematode infestations in indigenous does foraging in grassland and forestland vegetation types.,"Effects of vegetation type, season and parity on gastrointestinal nematode infestations in Xhosa lob-eared does."
