PMID,Original_Title,Rule_Based_Title,BART_Title,Hybrid_Title,BLEU_Score
34721524,A Comprehensive Comparison of Haplotype-Based Single-Step Genomic Predictions in  Livestock Populations With Different Genetic Diversity Levels: A Simulation Study.,Approach of  in sheep,Accuracy and bias of genomic breeding values in high and low heritability traits in sheep.,Accuracy and bias of genomic breeding values in high and low heritability traits in sheep.,0.013323934178453772
34609166,Metagenomic Sequencing Reveals that High-Grain Feeding Alters the Composition and Metabolism of Cecal Microbiota and Induces Cecal Mucosal Injury in Sheep.,Analysis of  in sheep,Effect of high-grain diet on the cecal microbiome and host epithelial gene expression in sheep.,Effect of high-grain diet on the cecal microbiome and host epithelial gene expression in sheep.,0.025628355757049314
34674211,The Impact of Altitude at Birth on Perinatal Respiratory Support for Neonates with Trisomy 21.,OBJECTIVE: Both high altitude and trisomy 21 (T21) status can,Association between trisomy 21 and perinatal respiratory support following delivery in neonates with and without t21.,Association between trisomy 21 and perinatal respiratory support following delivery in neonates with and without t21.,0.08012120435729668
34775926,Polymorphism and expression of the HMGA1 gene and association with tail fat deposition in Hu sheep.,Study of  in sheep,HMGA1 polymorphism affects tail fat weight in Hu sheep.,HMGA1 polymorphism affects tail fat weight in Hu sheep.,0.07458041230258697
34714701,"Transplant of Autologous Mesenchymal Stem Cells Halts Fatty Atrophy of Detached Rotator Cuff Muscle After Tendon Repair: Molecular, Microscopic, and Macroscopic  Results From an Ovine Model.",Study of  in sheep,Electropulse-assisted injection of mesenchymal stem cells mitigates muscle-to-fat conversion after tendon repair in Swiss Alpine sheep.,Electropulse-assisted injection of mesenchymal stem cells mitigates muscle-to-fat conversion after tendon repair in Swiss Alpine sheep.,0.04288579029894857
34498889,Heavy drinking and drinking harms for cisgender and transgender college students.,"Objective: We examined alcohol use and harms, and their interrelations","Alcohol use, consequences, and their interrelationship among cisgender and transgender college students.","Alcohol use, consequences, and their interrelationship among cisgender and transgender college students.",0.33180774028439425
34627407,Equine grass sickness (a multiple systems neuropathy) is associated with alterations in the gastrointestinal mycobiome.,Analysis of  in sheep,Molecular characterisation of the gastrointestinal mycobiota of horses with equine grass sickness.,Molecular characterisation of the gastrointestinal mycobiota of horses with equine grass sickness.,0.04194906345955737
34904532,Polymorphisms in the ovine GP5 gene associated with blood physiological indices.,Study of  in sheep,Polymorphisms in GP5 affect blood physiological indices of 1065 sheep.,Polymorphisms in GP5 affect blood physiological indices of 1065 sheep.,0.06038970633304927
35088174,"Association of single nucleotide polymorphisms in the CAPN, CAST, LEP, GH, and IGF-1 genes with growth parameters and ultrasound characteristics of the Longissimus dorsi muscle in Colombian hair sheep.",Method of  in sheep,"Single nucleotide polymorphisms in calpain, calpastatin, leptin, growth hormone, and insulin-like growth factor 1 are associated with growth characteristics in Colombian hair sheep.","Single nucleotide polymorphisms in calpain, calpastatin, leptin, growth hormone, leptin-1, and insulin-like growth factor 1 genes are associated with growth characteristics in Colombian hair sheep.",0.18856899476742028
34543455,Association between novel variants in BMPR1B gene and litter size in Mongolia and Ujimqin sheep breeds.,Identification of  in sheep,Identification of novel polymorphisms in the bone morphogenetic protein receptor 1B gene of Mongolia sheep.,Identification of novel polymorphisms in the bone morphogenetic protein receptor 1B gene of Mongolia sheep.,0.017487432819564223
34571323,Evaluation of a Cooperia oncophora double-domain ASP-based vaccine against Cooperia spp. infections in cattle and sheep.,Study of  in sheep,Protective effects of a double-domain activation-associated secreted protein (dd-Co-ASP) isolated from the bovine small intestinal parasite Cooperia oncophora.,Protective effects of a double-domain activation-associated secreted protein (dd-Co-ASP) isolated from the bovine small intestinal parasite Cooperia oncophora.,0.027166383723579154
34946875,Genome-Wide Selective Signatures Reveal Candidate Genes Associated with Hair Follicle Development and Wool Shedding in Sheep.,Study of  in sheep,Genome-wide association study of hair follicle development and wool shedding in sheep.,Genome-wide association study of hair follicle development and wool shedding in sheep.,0.45252910179589845
35327994,Comparative Transcriptomic Analysis of Hu Sheep Pituitary Gland Prolificacy at the Follicular and Luteal Phases.,Analysis of  in sheep,Transcriptomic analysis of the sheep pituitary gland during the estrus cycle.,Transcriptomic analysis of the sheep pituitary gland during the estrus cycle.,0.11335493838456198
34944305,Detection of Novel Variations Related to Litter Size in BMP15 Gene of Luzhong Mutton Sheep (Ovis aries).,Study of  in sheep,Association analysis of BMP15 polymorphisms with litter size in Luzhong mutton ewes.,Association analysis of BMP15 polymorphisms with litter size in Luzhong mutton ewes.,0.07601419128344258
34546582,Mitochondrial Calcium uniporters are essential for meiotic progression in mouse oocytes by controlling Ca2+ entry., and its association with protein,Mitochondrial calcium uniporter-dependent mitochondrial Ca2+ regulates meiotic maturation.,Mitochondrial calcium uniporter-dependent mitochondrial Ca2+ regulates meiotic maturation in mouse oocytes.,0.0433699328739765
34724628,High Prevalence of Asymptomatic Malarial Anemia and Association with Early Conversion from Asymptomatic to Symptomatic Infection in a Plasmodium falciparum  Hyperendemic Setting in Cameroon.,Asymptomatic malarial parasitemia is highly prevalent in Plasmodium falciparum endemic,Asymptomatic malaria parasitemia and its association with anemia in highly exposed individuals in a malaria hyperendemic area in Cameroon.,Asymptomatic malaria parasitemia and its association with anemia in highly exposed individuals in a malaria hyperendemic area in Cameroon.,0.032571933511472105
35406677,L-Type Cav1.3 Calcium Channels Are Required for Beta-Adrenergic Triggered Automaticity in Dormant Mouse Sinoatrial Pacemaker Cells.,BACKGROUND: Sinoatrial node cells (SANC) automaticity is generated by functional,Cav1.3 Ca2+ release in dormant sinoatrial node cells is regulated by the activity of plasmalemmal ion channels.,Cav1.3 Ca2+ release in dormant sinoatrial node cells is regulated by the activity of plasmalemmal ion channels.,0.028927969316143217
34973142,Prevalence of Pathogenic and Potentially Pathogenic Inborn Error of Immunity Associated Variants in Children with Severe Sepsis., and its association with variant,Identification of inborn errors of immunity in children with sepsis using whole-exome sequencing.,Identification of inborn errors of immunity in children with sepsis using whole-exome sequencing.,0.07732081649357968
35325642,A novel p.K116Q SNP in the OLR1 gene and its relation to fecundity in Awassi ewes.,Study of  in sheep,A missense polymorphism in the OLR1 gene affects fecundity traits in Awassi ewes.,A missense polymorphism in the OLR1 gene affects fecundity traits in Awassi ewes.,0.236446188568357
35211149,"Genome-Wide Identification of mRNAs, lncRNAs, and Proteins, and Their Relationship With Sheep Fecundity.",Study of  in sheep,Identification of HSD17B1 and MSTRG.28645 as candidate genes for litter size in sheep.,Identification of HSD17B1 and MSTRG.28645 as candidate genes for litter size in sheep.,0.036362270465000714
34573664,Detection and Visualization of Heterozygosity-Rich Regions and Runs of Homozygosity in Worldwide Sheep Populations.,Detection of  in sheep,Identification of runs of homozygosity in sheep using a business intelligence (BI) tool.,Detection of runs of homozygosity and heterozygosity in sheep.,0.08416118660272875
34760910,Ruminal Microbes Exhibit a Robust Circadian Rhythm and Are Sensitive to Melatonin.,"Gut hormones are not only able to regulate digestive, absorptive,",The association between ruminal hormones and microbiota in lactating cows and their associations with circadian rhythms.,The association between ruminal hormones and microbiota in lactating cows and their associations with circadian rhythms.,0.01618861356572822
